text,label,label_name
تصلفط,2,نجديه
ذلحبه,1,جنوبي
سبتار,3,حساوية
ذروق,2,نجديه
زهبي,3,حساوية
شعسه,3,حساوية
فلفاص,3,حساوية
انبطح,2,نجديه
ياباسط,0,حجازية
دكان,0,حجازية
قنطار,1,جنوبي
اظهر,3,حساوية
يعالي,1,جنوبي
إستهتار,0,حجازية
المرغه,2,نجديه
اقحني,0,حجازية
ظريط,2,نجديه
خانسخانسه,2,نجديه
قرنقش,0,حجازية
المحطبه,1,جنوبي
هكجي,1,جنوبي
قحشة,2,نجديه
تلايط,2,نجديه
نيغر نيغر,0,حجازية
بردقان,2,نجديه
باجر,3,حساوية
طس,0,حجازية
مشكلجي,2,نجديه
منزجة,3,حساوية
مُخل,1,جنوبي
قزاز,0,حجازية
رضينا بالهم والهم ما رضي بينا,0,حجازية
منكوس مديور,3,حساوية
صيري,3,حساوية
زمزميه,0,حجازية
زكن,2,نجديه
منجل,1,جنوبي
مرعوص,3,حساوية
عصقول,3,حساوية
مابك,0,حجازية
استهطاف,2,نجديه
عقربه في الغار ولا ضره في الدار,0,حجازية
تصابيع,1,جنوبي
طوز,0,حجازية
إشيكلو,0,حجازية
اشب امك,0,حجازية
منتسفي,2,نجديه
شنجاله,3,حساوية
برطم,2,نجديه
كشافية,1,جنوبي
براطم,0,حجازية
دوشق,3,حساوية
نماك,0,حجازية
إذا هود الليل كل خربز,0,حجازية
سمبوسك,0,حجازية
متشرقد,3,حساوية
زير,0,حجازية
مفسحل,2,نجديه
ارقه,1,جنوبي
شكر,3,حساوية
عنز ولو طارت,2,نجديه
مصنف,1,جنوبي
دوبي,0,حجازية
طفسة,2,نجديه
ويش كنه,1,جنوبي
نشاف,3,حساوية
جلف,2,نجديه
أشلح أملح,3,حساوية
دراعة,3,حساوية
شماعة,0,حجازية
يتنغفر,3,حساوية
جخه,3,حساوية
حمار العسل,1,جنوبي
إلى كنت بالصبية جاهل فناظر وجه أخيها,1,جنوبي
الكرس,1,جنوبي
يتحشد,0,حجازية
ابارية,3,حساوية
الملا,3,حساوية
قعونجة,0,حجازية
فراكة,1,جنوبي
باصق,2,نجديه
دختور,2,نجديه
زقريت,3,حساوية
شمالة,1,جنوبي
عوال,1,جنوبي
مارج,2,نجديه
منطول,3,حساوية
شايش,0,حجازية
مووولت,3,حساوية
مخذرف,2,نجديه
مطفوق,2,نجديه
ميز,3,حساوية
يزرط,3,حساوية
روشن,3,حساوية
بيوطي,1,جنوبي
اتربع,2,نجديه
اذلف,2,نجديه
جلاوية,3,حساوية
عطوه,0,حجازية
احظاك,1,جنوبي
هبله,1,جنوبي
شي بلاش ربحه بين,2,نجديه
إلي يجيك أحسن من إلي ترحلو,0,حجازية
اشحقه,3,حساوية
ارتقه,2,نجديه
سلاعه,0,حجازية
البرمه,1,جنوبي
متخـّت,1,جنوبي
فلينه,0,حجازية
كبده,0,حجازية
صعرور,2,نجديه
فلعة,3,حساوية
زنوبة,0,حجازية
كبك منه,0,حجازية
ايش قومك,1,جنوبي
هش,3,حساوية
عفله,0,حجازية
وذا معك,1,جنوبي
دافور,0,حجازية
حلاة الثوب رقعته منه وفيه,2,نجديه
وخر,3,حساوية
قالوا متى طلعت القصر قالوا أمس العصر,0,حجازية
سلك يسلك,2,نجديه
ضرو,1,جنوبي
باغة,2,نجديه
جغود,0,حجازية
تاسومة,0,حجازية
خقق,2,نجديه
مدود,1,جنوبي
امردغك,3,حساوية
زعق,0,حجازية
فنتك,3,حساوية
مريلة,0,حجازية
إبد,1,جنوبي
سرداحي مرداحي,0,حجازية
حنبحاش,0,حجازية
جوع الحوتة,0,حجازية
وهاتك يا,0,حجازية
بقعا تصوعك,1,جنوبي
مخرمس,2,نجديه
نشعتى,1,جنوبي
بع,1,جنوبي
أدبغك,0,حجازية
يا اطخو يا اكسر مخو,0,حجازية
لصمقة,2,نجديه
شريحة,1,جنوبي
مصيري,2,نجديه
هبره,2,نجديه
لا يكتر,0,حجازية
أتعيا,0,حجازية
لط,2,نجديه
رياري,3,حساوية
لبمك,3,حساوية
وينك,2,نجديه
مدربان,2,نجديه
ماني معية,3,حساوية
جبتلي الصمرقع,0,حجازية
خانس,2,نجديه
خروص,2,نجديه
درفسه,0,حجازية
ذب,2,نجديه
مايديرها,2,نجديه
نكاش,0,حجازية
إزحط,2,نجديه
زوع,3,حساوية
أمبطيت,3,حساوية
يريور,3,حساوية
خِشّـة,1,جنوبي
قُبيل,1,جنوبي
حشكة,0,حجازية
ضبعة,3,حساوية
هنق,0,حجازية
مشوص,2,نجديه
خاويه,2,نجديه
تدعفر,3,حساوية
إلى بغيت تضمنها فانشد عن أمها,1,جنوبي
اصهب,0,حجازية
هنيانه,0,حجازية
هنيه,3,حساوية
قاعد,0,حجازية
باجر,3,حساوية
هميطة,0,حجازية
قراعيط,2,نجديه
مين في حالك يالي في الظلام تغمز,2,نجديه
ركوة,0,حجازية
تهيابه,1,جنوبي
اخرس,3,حساوية
فشغده,3,حساوية
مراصيع,2,نجديه
سج,2,نجديه
أفعص,0,حجازية
بصق,3,حساوية
مين يشوفك يالي في الضلام تغمز,0,حجازية
العابر,1,جنوبي
العيبه,1,جنوبي
انتسب الغدا,2,نجديه
متبلد,2,نجديه
حليب جاموس,0,حجازية
هاش ام الطر,3,حساوية
شرشره,0,حجازية
صرصخ,3,حساوية
مهفتج,3,حساوية
متخشوق,3,حساوية
لا تكسكس,0,حجازية
إنتخشوا عينك,0,حجازية
جاط,1,جنوبي
ما في شي ببلاش غير العمى والطراش,0,حجازية
قدح,0,حجازية
برضو,0,حجازية
هذرة,3,حساوية
شنه,0,حجازية
هزيتيني,3,حساوية
تولم,2,نجديه
ماسوى الى حمام مسجد,0,حجازية
اشلونك,2,نجديه
مليه,1,جنوبي
يواد,0,حجازية
بسطاردي,2,نجديه
بلبوص,3,حساوية
تيدنا,0,حجازية
قادومية,1,جنوبي
لقلقلقلقلقلقل,0,حجازية
جنة,3,حساوية
تهقى,2,نجديه
حنيس,2,نجديه
يلا ضربت خشميه دمعت عيونيه,1,جنوبي
المقفل,1,جنوبي
الصلل,1,جنوبي
بوة,2,نجديه
بلاد,0,حجازية
هيدسة,0,حجازية
مين خرج من داره قل مقداره,0,حجازية
منشر,1,جنوبي
زقاره,2,نجديه
زراط,0,حجازية
تسذا,2,نجديه
كل حشفة و لها مقرمش,0,حجازية
يزحط,1,جنوبي
مجغجغ,0,حجازية
ماج يموج مج,2,نجديه
قعفه,1,جنوبي
تحسفت,2,نجديه
مشق,3,حساوية
اذا حلقوا لغيرك بل راسك واستنى,0,حجازية
كحيان,0,حجازية
فسل,2,نجديه
انجز,2,نجديه
شخشيخة,0,حجازية
مندس,2,نجديه
القوم,1,جنوبي
أعمى ويلضم خرز,0,حجازية
ديرمة,3,حساوية
موَقل,3,حساوية
مقتى,1,جنوبي
الله ينعاني يناة,1,جنوبي
مكعل,0,حجازية
دقبر,3,حساوية
جزاء المعروف سبعة كفوف,1,جنوبي
مع نفسك,2,نجديه
برطع,3,حساوية
سوكتم بوكتم,0,حجازية
همزي,3,حساوية
أثول,2,نجديه
الخكر,0,حجازية
أنكتم,0,حجازية
غبنة,3,حساوية
معدوس,0,حجازية
لووب,3,حساوية
تنأ,2,نجديه
كرفسة,0,حجازية
هواش,3,حساوية
كَفحة,1,جنوبي
أُلعاط,1,جنوبي
قراره,2,نجديه
لاتروح,1,جنوبي
برطمان,2,نجديه
قفاه,2,نجديه
اسري,0,حجازية
نّبات,3,حساوية
استثمار,2,نجديه
من زمن الترك,3,حساوية
خثلة,3,حساوية
ست وجاريتين على قلي بيضتين,0,حجازية
تصدير,3,حساوية
شاسف,2,نجديه
احم احم,0,حجازية
الطواقي,2,نجديه
كنادر,2,نجديه
وشوشه,0,حجازية
أفا,2,نجديه
مو,0,حجازية
ما يديرها,0,حجازية
ماسده,3,حساوية
خمبقه,3,حساوية
ندر,0,حجازية
زرقو,0,حجازية
حاكورة,1,جنوبي
الكتب,1,جنوبي
سقمه,1,جنوبي
بربتوز,0,حجازية
شخقوق,2,نجديه
سجاجينه,3,حساوية
خكري,2,نجديه
ما يعرف راصو من ساسو,0,حجازية
صماط,2,نجديه
القرنه,1,جنوبي
مغرب,2,نجديه
كيت وكيت,2,نجديه
بلا منيكة,0,حجازية
يزبر,3,حساوية
قيدو,0,حجازية
وداء,2,نجديه
انتبزوه,0,حجازية
مير,2,نجديه
مزلب,2,نجديه
دقي,3,حساوية
سريب,3,حساوية
يأشبِـر,1,جنوبي
أشلب,1,جنوبي
قناد,3,حساوية
شاكوش,0,حجازية
يالبي,0,حجازية
خيبلة,0,حجازية
أنبوبة,0,حجازية
متلايم,3,حساوية
أترنو,0,حجازية
في طيبة قلبك,0,حجازية
ازهمو,0,حجازية
انت توحي,2,نجديه
نملية,1,جنوبي
كود,2,نجديه
مفوحش,2,نجديه
هواء يا بقيق,0,حجازية
يتـئـس,1,جنوبي
اغديك,2,نجديه
بقعة,0,حجازية
يتهزهز,3,حساوية
استناني,0,حجازية
ثرمه,3,حساوية
خوشم,0,حجازية
سريلك,0,حجازية
شعبه,1,جنوبي
تطرى,0,حجازية
ينعا,1,جنوبي
خليك جمب الحيط,0,حجازية
قع,1,جنوبي
خوصه,2,نجديه
ما في شي ببلاش غير العمى و الطشاش,0,حجازية
تليك,0,حجازية
ابو فروة,0,حجازية
سالفة,3,حساوية
متكمكمة بالعباءه,3,حساوية
بتلت بتله,2,نجديه
الوكاد,2,نجديه
من بيت أصقع لبيت أرقع,0,حجازية
تقطب,1,جنوبي
يزنط,3,حساوية
تتحيقين,3,حساوية
محليه,2,نجديه
بلغازي,0,حجازية
شبامه,1,جنوبي
هايشة,0,حجازية
حورمة,0,حجازية
ادودتنا,2,نجديه
متكمكمة بالعباية,3,حساوية
تخرش,3,حساوية
قب قب,3,حساوية
سمن,1,جنوبي
مهدال,1,جنوبي
زرب يزرب,2,نجديه
طمبس,2,نجديه
انقشع,0,حجازية
عصيدة,1,جنوبي
ياهوي,0,حجازية
مرشوم,1,جنوبي
صقر,1,جنوبي
هدا,2,نجديه
صنو,0,حجازية
تنبل,2,نجديه
امسطه,2,نجديه
فرجة,3,حساوية
مسلة,1,جنوبي
ايش عرف الحمير بأكل الجنزبيل,0,حجازية
حرمة,2,نجديه
زاخر,1,جنوبي
الداد,3,حساوية
امبلا,0,حجازية
دمنه,0,حجازية
مغتلق,3,حساوية
مخمج,0,حجازية
قز,3,حساوية
هيس الاربد,3,حساوية
ريورس,0,حجازية
فرك,0,حجازية
فق,2,نجديه
مأجور,2,نجديه
تقانه,0,حجازية
عسو,3,حساوية
اش بك يواد,0,حجازية
تحسفت,3,حساوية
نعرة,2,نجديه
داس,0,حجازية
مولصه,2,نجديه
انفرو,1,جنوبي
يكركر,3,حساوية
عتيج,3,حساوية
صرمتي,1,جنوبي
طقح,2,نجديه
وان,2,نجديه
لفاليف,3,حساوية
هجاد,2,نجديه
المجبب,2,نجديه
دبوج,2,نجديه
زلاطه,3,حساوية
عكبرة,3,حساوية
تيسول,0,حجازية
رعص,2,نجديه
كز,2,نجديه
فته,0,حجازية
راحة,1,جنوبي
همياان,3,حساوية
زمن أسكت,0,حجازية
إندزلع,2,نجديه
رسته,3,حساوية
ورق كوبيا,0,حجازية
شعو,3,حساوية
مسند و مفيض,0,حجازية
مخور,1,جنوبي
يدَبخ,1,جنوبي
يدع الماء,3,حساوية
غرير,0,حجازية
مطير,2,نجديه
يتسربع,0,حجازية
شقفة,1,جنوبي
كرمباسي,2,نجديه
قوراطيس,0,حجازية
شلاخ,3,حساوية
كزاز,3,حساوية
طرّاحة,1,جنوبي
اثاري,1,جنوبي
عاني,2,نجديه
ودتس,2,نجديه
الطفله,1,جنوبي
هص,1,جنوبي
اطق,3,حساوية
بربقندا,2,نجديه
ويش خانته,3,حساوية
هنياني,2,نجديه
سويتش,0,حجازية
ما انشت به السما تبلعه الارض,1,جنوبي
السعن,1,جنوبي
مره,3,حساوية
العيار,3,حساوية
يـفِـنّ,1,جنوبي
مدرعم,2,نجديه
جاعص,0,حجازية
جلب,3,حساوية
طفو,3,حساوية
الهنا,2,نجديه
خذ من كل حرفن أوله,1,جنوبي
جحفلتني,2,نجديه
توهق,2,نجديه
بلم,3,حساوية
مدعشه,3,حساوية
انطعج,0,حجازية
بشلقة,0,حجازية
موتر,3,حساوية
أوري,1,جنوبي
مسيان,2,نجديه
ملكمد,1,جنوبي
إلفقيها,2,نجديه
هات,2,نجديه
بخشة,2,نجديه
عفر,3,حساوية
هلون,3,حساوية
حب,3,حساوية
مطنقر,3,حساوية
مخنز,2,نجديه
علشت,3,حساوية
المضاغه,1,جنوبي
قبول,2,نجديه
زتت,3,حساوية
منابة,3,حساوية
ابك,2,نجديه
موقل,3,حساوية
سكَان,3,حساوية
قلعة وادرين,3,حساوية
بيزيه,3,حساوية
هها,2,نجديه
حنشل,2,نجديه
لا تحتك او لا تحتكين,2,نجديه
بطارية,0,حجازية
قلن,3,حساوية
ملهم,0,حجازية
سلسول,3,حساوية
تخلي,2,نجديه
حمد الحيلي,2,نجديه
نقنقة,0,حجازية
فرجة,3,حساوية
سربوخ,1,جنوبي
ريحة ابو علي ولا عدموو,0,حجازية
زهمت,2,نجديه
قرنه,1,جنوبي
فردة,1,جنوبي
صيختك,3,حساوية
مدجج,0,حجازية
منتكسة,3,حساوية
بالدي,3,حساوية
جربندية,1,جنوبي
من جدو,0,حجازية
زوغه,3,حساوية
فش,1,جنوبي
جلمه,2,نجديه
وراه,2,نجديه
تنكآ,0,حجازية
مفرشخ,0,حجازية
أبانه,3,حساوية
حوسة,0,حجازية
صاع,1,جنوبي
كروكا,2,نجديه
أزوغ,0,حجازية
اشكليلي,0,حجازية
فنعة,1,جنوبي
إلعب عليه,2,نجديه
تتحشد,0,حجازية
وإيلابه,1,جنوبي
شحليله,3,حساوية
طفشه,1,جنوبي
سريدة,1,جنوبي
بلابيل,3,حساوية
مشقر,1,جنوبي
حكروه,3,حساوية
قرناص,2,نجديه
يتوارالي,0,حجازية
برتقان,0,حجازية
كيس,0,حجازية
هبقه,0,حجازية
حسيل العبيد,1,جنوبي
هطقه,3,حساوية
حديلو,0,حجازية
اطرمخ,0,حجازية
جخلط,2,نجديه
هيلاهوب,0,حجازية
إشتل,0,حجازية
ربض,1,جنوبي
فعج,0,حجازية
صفرية,3,حساوية
فريج,3,حساوية
يا ليل مطولك,0,حجازية
حكروه,3,حساوية
سماط,2,نجديه
الناس مول,3,حساوية
تنكت,2,نجديه
باب المجلس يقول باب السطوح اللي يجي يجي واللي يروح يروح,0,حجازية
أسلت,0,حجازية
خالع,2,نجديه
سنافي,2,نجديه
العتم,1,جنوبي
مصبنه,3,حساوية
صنديحة,3,حساوية
وخر,2,نجديه
الخلا,2,نجديه
سيكل,3,حساوية
عجلاه,3,حساوية
كفير,3,حساوية
لك ليكو قز,0,حجازية
تكرفس,2,نجديه
التقطو,1,جنوبي
مع نفسو,0,حجازية
غلج,3,حساوية
لا تقرصيني يا نحله ما أبغالك عسل,0,حجازية
موعد خواجة,0,حجازية
كودا,1,جنوبي
خضيري,2,نجديه
قحوفة,3,حساوية
لهي,3,حساوية
شطحة,0,حجازية
يو,0,حجازية
أبو ريحة,0,حجازية
ماني معية,3,حساوية
بزى,2,نجديه
بوجلي,3,حساوية
ريط,2,نجديه
هبط,1,جنوبي
قلمش,3,حساوية
خنابيج,2,نجديه
جاثوم,2,نجديه
دبش,0,حجازية
منجطل,2,نجديه
وش بلاك,2,نجديه
مزايدة,2,نجديه
دندق,3,حساوية
زهق,0,حجازية
معضض,3,حساوية
لوف,1,جنوبي
بقشة,0,حجازية
ساخط,3,حساوية
سرديده مرديده,0,حجازية
هيجه,1,جنوبي
كتلي,3,حساوية
قر,1,جنوبي
قطه,3,حساوية
ماتيزي,2,نجديه
كركبة,0,حجازية
حوبة,2,نجديه
أوريك دروب,3,حساوية
قروي,2,نجديه
فرقا,1,جنوبي
لمصقة,2,نجديه
معاضد,3,حساوية
أنهج,2,نجديه
وش دعوى,2,نجديه
يِـعزِق,1,جنوبي
يهب,2,نجديه
لكلوك,0,حجازية
بلا زناوه,0,حجازية
يضكر,3,حساوية
قِدرة,1,جنوبي
اهرج,0,حجازية
البنصقة,2,نجديه
بطب,3,حساوية
قبو,2,نجديه
بلغة,1,جنوبي
القتب,1,جنوبي
الشطف,1,جنوبي
شحات,0,حجازية
طامن,2,نجديه
هج,2,نجديه
مترع,2,نجديه
كتره,1,جنوبي
مش خشتك,2,نجديه
لمه,1,جنوبي
صطحي الهريسه,3,حساوية
كنداف,1,جنوبي
إيه,2,نجديه
صبيخة,3,حساوية
لكن,1,جنوبي
كل جحر له سداده,1,جنوبي
سلبدة,2,نجديه
من كبر ابنك خاويه,2,نجديه
تفرك,0,حجازية
مطيزيزات,2,نجديه
اقعدي,2,نجديه
خوراط,0,حجازية
مجق,0,حجازية
مصفر,2,نجديه
بيض,0,حجازية
بزبوز,3,حساوية
انته من يان,1,جنوبي
ديلخ,0,حجازية
أتخالص,0,حجازية
بومه,2,نجديه
محوقه,1,جنوبي
جاي,3,حساوية
أهب,2,نجديه
قزوعي,1,جنوبي
شرواك,2,نجديه
هرار,2,نجديه
عجوز,0,حجازية
تهويه,3,حساوية
شخصا,3,حساوية
تخقيق,2,نجديه
لطعة,3,حساوية
خيخة,0,حجازية
تسليك,2,نجديه
الرشد,1,جنوبي
جسر,2,نجديه
شبط,0,حجازية
زرنوق,3,حساوية
نعجة,2,نجديه
نظرة إلى ميسرة,0,حجازية
ذرب,2,نجديه
ساخطي,3,حساوية
سحب عليا سيفون اليم,0,حجازية
بالطقاق,2,نجديه
باطيرالمه,3,حساوية
مين شايفك ياللي في الضلام تغمز,0,حجازية
هزو مركب,0,حجازية
ميضافه,1,جنوبي
ظعراط,2,نجديه
كاني,1,جنوبي
منقهر,3,حساوية
طنطل,3,حساوية
ركوه,3,حساوية
ظهر,2,نجديه
زي ديس البقره,0,حجازية
غشي,1,جنوبي
غضارة,2,نجديه
معية,3,حساوية
معصقل,2,نجديه
أبو عرام,2,نجديه
ماالتهمت,1,جنوبي
رجلن,1,جنوبي
العطيل,1,جنوبي
رهيف,2,نجديه
درعمي,3,حساوية
كراويتا,0,حجازية
شنتة,1,جنوبي
بلبد,3,حساوية
نقيفة,1,جنوبي
تزبيد,2,نجديه
الجابله,3,حساوية
نصاب,2,نجديه
بَاهي,1,جنوبي
جدوع,3,حساوية
رزنامه,3,حساوية
ياخته,1,جنوبي
مبثوثه,1,جنوبي
زفره,3,حساوية
الله من محبته في عبيدو جعل العمر والرزق بيدو,0,حجازية
فرقز,1,جنوبي
زعروط,3,حساوية
بترينة,0,حجازية
كل عيش البخيل ولا تأكل عيش المنان,0,حجازية
ذبية,2,نجديه
اللي ماله لسان ياكله الخنفسان,2,نجديه
باطوز,2,نجديه
قتره,1,جنوبي
جحيش,3,حساوية
هتفووه,0,حجازية
مااطيجه,3,حساوية
هلي,2,نجديه
عمبر,3,حساوية
شرشف كَـزِّة,1,جنوبي
الوثن,1,جنوبي
مدزدي,2,نجديه
هبابك,3,حساوية
قحروطي,0,حجازية
غرشة ريح,2,نجديه
أهو,3,حساوية
مطنوخ,2,نجديه
جعونيه,3,حساوية
المدفن,1,جنوبي
ذوآن,2,نجديه
عمر عامر مات ي بطل,0,حجازية
يدفش,1,جنوبي
معك,1,جنوبي
جنطه,3,حساوية
حقار,3,حساوية
دش,3,حساوية
وطب,2,نجديه
شعبنها,2,نجديه
زغاديد,2,نجديه
تخو شين,3,حساوية
صمل,2,نجديه
أشقح,0,حجازية
وشليبه,3,حساوية
مبوز,0,حجازية
جعاونيه,3,حساوية
دلخ,2,نجديه
يتصوف,1,جنوبي
في قرنه,2,نجديه
زعلانه,0,حجازية
جنطاس,1,جنوبي
هقوتي,2,نجديه
مبطي,2,نجديه
يلطع,1,جنوبي
سم,2,نجديه
ياكل فصي,0,حجازية
يـكِنّ,1,جنوبي
طبسة,1,جنوبي
رصعه,1,جنوبي
سلحه,2,نجديه
يجزع,0,حجازية
فيان شتروح,1,جنوبي
نفيخة,0,حجازية
شنهو,3,حساوية
سايريه,3,حساوية
الكلام اللي يجمد على الشارب,0,حجازية
عزم,0,حجازية
زقط,0,حجازية
نعنبا,2,نجديه
ويكأنه,0,حجازية
يامن شراله من حلاله عله,2,نجديه
منتهي,0,حجازية
منينة,3,حساوية
دجاجة,2,نجديه
انقز,2,نجديه
اللي يشيل قربه مخروقه تنقط على راسه,0,حجازية
بارقه,1,جنوبي
بشويش,0,حجازية
لاك,3,حساوية
نغبرة,0,حجازية
اني بوريلي,0,حجازية
اتهردقوا,3,حساوية
مرزام,3,حساوية
مسفهل,0,حجازية
ازا اكلو العنب عليك قول حامض,0,حجازية
التهمت,1,جنوبي
إشبوا دا,0,حجازية
خنبقة,2,نجديه
يدوّر,1,جنوبي
عيا,2,نجديه
ينطف,0,حجازية
يرمة,0,حجازية
هرن,3,حساوية
انزلع,2,نجديه
اطبع الباب,0,حجازية
عاير,2,نجديه
سمرجل,0,حجازية
حصران,3,حساوية
علّية,1,جنوبي
قومة,3,حساوية
مصفع,3,حساوية
كشه,2,نجديه
دبر,1,جنوبي
شاكرية,1,جنوبي
حمرة,3,حساوية
أيزو,3,حساوية
ماليه,1,جنوبي
جلب,3,حساوية
شنكل,1,جنوبي
حبيبة,3,حساوية
مايغره,1,جنوبي
نبداك,3,حساوية
لكيع,0,حجازية
درنقة,2,نجديه
الخابية,3,حساوية
صباحي,0,حجازية
اتلحلح,0,حجازية
من أعرس تغانى,1,جنوبي
يريج الماء,3,حساوية
رهش,3,حساوية
فاصل,2,نجديه
أنود,2,نجديه
موشح,0,حجازية
خرنق,0,حجازية
ما كل أبيض شحم وما كل أسود فحم,2,نجديه
ال اي اسم,2,نجديه
جدش,3,حساوية
صيختك,3,حساوية
أرقع,0,حجازية
خوتنا,0,حجازية
خزق,2,نجديه
بزوره,0,حجازية
برده,3,حساوية
الدوح,1,جنوبي
قادح,2,نجديه
عكه,1,جنوبي
خشاب,0,حجازية
الديقيسي,0,حجازية
زوده,1,جنوبي
قطوه,3,حساوية
خطط في ماء واقرص في حجر,2,نجديه
الداد,3,حساوية
ورب,0,حجازية
بصرك,2,نجديه
النافذه,1,جنوبي
مسبه,2,نجديه
يـفِـلّ,1,جنوبي
مطرطع,0,حجازية
ما يقر,2,نجديه
مسحباني,1,جنوبي
عندي,1,جنوبي
حالي,1,جنوبي
كي كي,0,حجازية
تروش,2,نجديه
مالي كار,3,حساوية
منشعس,3,حساوية
بثارة,2,نجديه
كلفسي,2,نجديه
تمبله,0,حجازية
القصير,2,نجديه
اش مارية الخبل قال يقبل يضحك,1,جنوبي
زاحف,2,نجديه
بليه,2,نجديه
نحوت,2,نجديه
أسفهه,2,نجديه
ابوش,3,حساوية
درفة الباب,0,حجازية
متروس,3,حساوية
مدلكِة,1,جنوبي
ماطور,3,حساوية
الغلف,1,جنوبي
انطق,0,حجازية
زحليقة,3,حساوية
زجيتة,3,حساوية
نطل,2,نجديه
كهله,1,جنوبي
مطشم,2,نجديه
دروفه,3,حساوية
صب,3,حساوية
لهي,3,حساوية
يتنبك,1,جنوبي
إفلقني,2,نجديه
زتت,3,حساوية
يلمح,1,جنوبي
حنطور,1,جنوبي
